Precision,Recall
0.5,1.0
0.4444444444444444,0.8
0.375,0.6
0.42857142857142855,0.6
0.5,0.6
0.6,0.6
0.5,0.4
0.6666666666666666,0.4
0.5,0.2
1.0,0.2
1.0,0.0
